user_id,time_add,album_id,artist_id,total
12094,1338501600,72413,70390,4
12094,1338501600,114134,1125,4
12094,1338501600,315781,1446,4
9361,1338501600,75637,70927,2
9361,1338501600,109304,73,2
1764,1351792699,381711,1444,7
1764,1344643421,917538,75001,7
1764,1383434207,6657002,58624,7
1764,1380563063,6851659,310260,7
1764,1380563096,6985314,1435566,7
1764,1383555913,7042876,388973,7
1764,1385376587,7160431,390,7
2115,1338501600,395967,11971,5
2115,1338501600,515841,11963,5
2115,1338501600,550194,13,5
2115,1393532745,6634372,4756966,5
2115,1393966155,7350949,4437965,5
1889,1338501600,74926,483,25
1889,1381322799,76380,164,25
1889,1338501600,80513,2127,25
1889,1338501600,100161,663,25
1889,1338501600,100293,2468,25
1889,1338501600,103871,243284,25
1889,1338501600,108274,157739,25
1889,1338501600,120044,36,25
1889,1338501600,123906,5080,25
1889,1338501600,125767,196,25
1889,1338501600,147051,101408,25
1889,1338501600,176268,101408,25
1889,1338501600,176282,101408,25
1889,1338501600,230171,1468,25
1889,1338501600,239493,3197,25
1889,1338501600,257970,287,25
1889,1338501600,262076,882,25
1889,1338501600,263299,805,25
1889,1338501600,302086,81,25
1889,1338501600,382133,157739,25
1889,1338501600,424584,412,25
1889,1338501600,524997,542,25
1889,1338501600,593648,10133,25
1889,1389982139,736492,126180,25
1889,1389981732,1603030,144227,25
1215,1338501600,82073,5080,6
1215,1338501600,91998,66871,6
1215,1338501600,100376,1007,6
1215,1338501600,125640,7217,6
1215,1338501600,250117,86066,6
1215,1338501600,261135,1215,6
3072,1338501600,271905,167118,15
3072,1338501600,292009,11160,15
3072,1338501600,297584,4518,15
3072,1338501600,311195,5913,15
3072,1338501600,326315,1247,15
3072,1338501600,350375,3759,15
3072,1338501600,353023,8,15
3072,1338501600,381826,280507,15
3072,1338501600,384485,282495,15
3072,1338501600,384631,282621,15
3072,1338501600,390215,155358,15
3072,1338501600,390984,705,15
3072,1338501600,394840,70788,15
3072,1338501600,396620,14815,15
3072,1338501600,486246,17135,15
8661,1338501600,310889,3049,1
39,1338501600,52021,5080,17
39,1338501600,297643,157739,17
39,1338501600,397592,157739,17
39,1338501600,442832,123329,17
39,1338501600,543824,317422,17
39,1338501600,597310,12168,17
39,1338501600,691014,898322,17
39,1338501600,701174,898322,17
39,1365694439,711284,27,17
39,1338501600,725854,286075,17
39,1338501600,930109,898322,17
39,1338501600,989542,1244695,17
39,1338501600,1039735,5080,17
39,1338501600,1114009,5080,17
39,1338501600,1315723,1444,17
39,1338501600,1369859,1517123,17
39,1362516110,6019334,893222,17
1006,1338501600,644659,471472,1
2527,1348340878,354393,12178,2
2527,1348340866,398745,12178,2
1908,1338501600,105781,75798,2
1908,1338501600,1603970,5080,2
7280,1338501600,1793,326,52
7280,1338501600,80433,173233,52
7280,1446646921,82107,182,52
7280,1436985646,86389,129,52
7280,1446646949,97472,882,52
7280,1338501600,102009,173233,52
7280,1338501600,105673,1645,52
7280,1414239018,106922,1202,52
7280,1338501600,107225,644,52
7280,1338501600,119877,5358,52
7280,1411364240,125415,663,52
7280,1436985557,254161,622,52
7280,1441056369,299113,81,52
7280,1487002890,303627,892,52
7280,1433708300,898421,3891,52
7280,1446395462,1346746,92,52
7280,1456179259,1424121,381,52
7280,1454839637,1435597,569,52
7280,1446646880,6088193,113,52
7280,1411365009,6197700,17290,52
7280,1441056387,6198871,15762,52
7280,1448050987,6245616,372175,52
7280,1436985467,6869224,1331,52
7280,1418931124,6886576,4771546,52
7280,1411365054,7458476,372175,52
181,1338501600,300567,15915,2
181,1338501600,301925,1033,2
1893,1338501600,71076,259,3
1893,1338501600,74249,198,3
1893,1350835044,5969396,564,3
5390,1338501600,42074,5080,10
5390,1338501600,72701,16939,10
5390,1338501600,107231,6603,10
5390,1338501600,301421,3299,10
5390,1338501600,337452,246999,10
5390,1338501600,340425,251064,10
5390,1338501600,384954,5080,10
5390,1338501600,390215,155358,10
5390,1338501600,390984,705,10
5390,1338501600,464095,5080,10
4840,1338501600,5205,3227,20
4840,1338501600,97368,535,20
4840,1338501600,100314,9052,20
4840,1338501600,100376,1007,20
4840,1338501600,100491,74327,20
4840,1338501600,104008,15374,20
4840,1338501600,107225,644,20
4840,1338501600,108847,66164,20
4840,1338501600,109345,1388,20
4840,1338501600,116164,553,20
4840,1338501600,119927,9040,20
4840,1338501600,123427,1334,20
4840,1338501600,124836,2197,20
4840,1338501600,217044,313,20
4840,1338501600,227704,1214,20
4840,1338501600,292607,1215,20
4840,1338501600,299785,27,20
4840,1338501600,301775,27,20
4840,1338501600,302378,27,20
4840,1338501600,303459,27,20
3403,1364338426,225975,16022,1
1415,1431776474,9941446,520732,6
1415,1455191685,11839652,1191615,6
1415,1461781794,12870014,881751,6
1415,1474834393,14073998,5288900,6
1415,1477379405,14139248,5542343,6
1415,1484434603,14519696,5206077,6
3245,1338501600,76099,5303,2
3245,1338501600,141426,100828,2
254,1338501600,116171,16242,1
3575,1487748019,319544,5487326,12
3575,1363733291,955475,83110,12
3575,1478800804,1374179,1271565,12
3575,1371839442,6611102,11907,12
3575,1405933948,8137424,4539853,12
3575,1417252670,9090715,83110,12
3575,1480544830,10058074,152615,12
3575,1463078766,13012986,11907,12
3575,1463813826,13139362,194713,12
3575,1470204651,13309975,7572550,12
3575,1476650991,14084772,15887,12
3575,1480681252,14714024,4539853,12
359,1338501600,77885,997,53
359,1373145879,171091,114227,53
359,1423330858,299051,5953,53
359,1338501600,299111,3185,53
359,1339333053,299318,646,53
359,1338501600,354181,2704,53
359,1376773002,354188,2704,53
359,1338501600,371786,3192,53
359,1338501600,559276,16857,53
359,1338501600,697730,183716,53
359,1338501600,745838,294359,53
359,1338501600,754148,58707,53
359,1338501600,819647,17088,53
359,1338501600,907173,1182806,53
359,1338501600,911067,352176,53
359,1376773003,916256,1006885,53
359,1338501600,930875,264933,53
359,1338501600,944204,561031,53
359,1338501600,962684,71716,53
359,1338501600,1026883,1633,53
359,1338501600,1028971,1050577,53
359,1338501600,1030490,561031,53
359,1428097420,1053780,55585,53
359,1338501600,1100683,169975,53
359,1352553687,1107964,462875,53
12780,1338501600,81769,92,1
553,1457731979,301783,810,4
553,1457734269,1262296,5080,4
553,1457733279,7591815,5080,4
553,1465647706,11173942,342453,4
303,1338501600,254532,155608,4
303,1374361280,308924,3187,4
303,1342603354,1695172,1606315,4
303,1360161988,6176383,4314495,4
4347,1357859479,93484,351,2
4347,1338501600,338554,8245,2
1559,1338501600,214564,74831,1
1753,1437757617,109347,633,7
1753,1338501600,126274,694,7
1753,1437660559,352897,1181,7
1753,1437659443,630057,1446,7
1753,1480185171,714395,16137,7
1753,1442741173,6700921,901,7
1753,1469825081,7011203,403152,7
3473,1438097197,7563110,5080,1
6572,1338501600,260580,1670520,3
6572,1338501600,423292,260223,3
6572,1338501600,1272219,1408621,3
9022,1338501600,651636,10183,1
2262,1338501600,48955,58673,22
2262,1338501600,48959,58673,22
2262,1338501600,85837,14267,22
2262,1338501600,101414,8596,22
2262,1338501600,105880,3726,22
2262,1338501600,109347,633,22
2262,1338501600,109466,463,22
2262,1338501600,123182,660,22
2262,1338501600,215865,633,22
2262,1338501600,217520,660,22
2262,1338501600,217984,656,22
2262,1338501600,240912,3252,22
2262,1338501600,301797,634,22
2262,1338501600,501999,167918,22
2262,1390948637,604988,539338,22
2262,1474616690,955324,712611,22
2262,1470808617,3616761,1227,22
2262,1478386126,4823351,1533843,22
2262,1372275210,6196197,471099,22
2262,1478537854,9154353,1649004,22
2262,1474614611,10904876,8573030,22
2262,1478642869,12821728,101645,22
10470,1408218416,228058,744,4
10470,1494239025,396604,926,4
10470,1338501600,512420,2834,4
10470,1408218359,4120491,8409,4
284,1367147652,6487843,2831281,3
284,1397073098,7456776,16505,3
284,1415386527,8446697,823,3
6580,1338501600,45392,56903,7
6580,1338501600,100593,8728,7
6580,1338501600,113877,70161,7
6580,1338501600,117313,8728,7
6580,1338501600,177750,116913,7
6580,1338501600,189826,7547480,7
6580,1338501600,384383,482,7
383,1338501600,41962,88560,18
383,1338501600,42464,17225,18
383,1338501600,43495,1263090,18
383,1338501600,97948,73569,18
383,1338501600,113154,1160593,18
383,1338501600,115779,5123,18
383,1338501600,119080,1401,18
383,1338501600,125664,64449,18
383,1338501600,217452,9318,18
383,1338501600,249192,131689,18
383,1338501600,258724,5493227,18
383,1338501600,265324,16876,18
383,1338501600,272312,162182,18
383,1338501600,342106,2899,18
383,1338501600,360022,260626,18
383,1338501600,398266,296607,18
383,1338501600,501775,5080,18
383,1338501600,1130741,1351021,18
149,1338501600,211128,71569,3
149,1338501600,438306,228,3
149,1338501600,725669,259,3
8608,1338501600,78556,595,58
8608,1338501600,78844,185,58
8608,1338501600,78946,185,58
8608,1338501600,83110,1475,58
8608,1338501600,83794,631,58
8608,1338501600,93081,5913,58
8608,1338501600,96223,65,58
8608,1338501600,101470,65,58
8608,1338501600,102653,167095,58
8608,1338501600,107859,143,58
8608,1339536342,110051,116,58
8608,1338501600,111706,65,58
8608,1338501600,113976,183,58
8608,1338501600,113995,17,58
8608,1338501600,116323,183,58
8608,1338501600,118409,2386,58
8608,1338501600,121081,1861,58
8608,1338501600,125748,13,58
8608,1338501600,126449,2372,58
8608,1338501600,162005,763,58
8608,1338501600,212242,5252,58
8608,1338501600,222173,5271,58
8608,1338501600,222354,188,58
8608,1338501600,223819,105,58
8608,1339444199,238646,707,58
1198,1338501600,247266,239,1
2354,1338501600,98580,458,4
2354,1338501600,301775,27,4
2354,1338501600,302888,399,4
2354,1338501600,302914,399,4
7254,1338501600,355971,1020109,2
7254,1338501600,391734,6049,2
4637,1338501600,1976,443,14
4637,1338501600,77594,113,14
4637,1338501600,79390,1227,14
4637,1338501600,83002,1504,14
4637,1338501600,86605,1379,14
4637,1338501600,87675,621,14
4637,1338501600,98598,157739,14
4637,1338501600,98878,9526,14
4637,1338501600,118410,849,14
4637,1338501600,121105,1128,14
4637,1338501600,121109,1128,14
4637,1338501600,148639,8767,14
4637,1338501600,340756,162819,14
4637,1338501600,362464,264912,14
5789,1338501600,71407,17030,20
5789,1338501600,84795,1334,20
5789,1338501600,100467,1384,20
5789,1338501600,102819,163,20
5789,1338501600,111718,791,20
5789,1395957016,172456,1657,20
5789,1338501600,211930,1282,20
5789,1338501600,224598,358,20
5789,1338501600,267048,55582,20
5789,1338501600,319585,211145,20
5789,1338501600,338879,1334,20
5789,1338501600,352879,3143,20
5789,1338501600,433789,75491,20
5789,1338501600,629799,634298,20
5789,1338501600,664634,17026,20
5789,1338501600,887315,1170484,20
5789,1338501600,887714,1170484,20
5789,1338501600,918157,72503,20
5789,1338501600,1503261,1424821,20
5789,1358587665,1605997,254708,20
2634,1338501600,1720,1227,37
2634,1338501600,7342,1227,37
2634,1338501600,10274,1227,37
2634,1338501600,42023,5080,37
2634,1338501600,42096,55326,37
2634,1338501600,45238,54158,37
2634,1338501600,46692,54158,37
2634,1338501600,49831,59245,37
2634,1338501600,51783,10000,37
2634,1338501600,68990,169114,37
2634,1338501600,73480,69732,37
2634,1338501600,73513,70287,37
2634,1338501600,76185,69732,37
2634,1338501600,84965,6,37
2634,1338501600,100336,1650,37
2634,1338501600,101424,13672,37
2634,1338501600,101533,74743,37
2634,1338501600,103441,75277,37
2634,1338501600,113527,74743,37
2634,1338501600,113686,1521610,37
2634,1338501600,113690,74743,37
2634,1338501600,113799,74743,37
2634,1338501600,122910,7793,37
2634,1338501600,126144,1024,37
2634,1338501600,140867,809,37
1774,1375906229,97917,70063,1
1056,1338501600,37268,846,15
1056,1338501600,74557,47,15
1056,1338501600,100047,176,15
1056,1338501600,100323,180,15
1056,1338501600,102293,1127,15
1056,1338501600,102427,14015,15
1056,1338501600,117765,656,15
1056,1338501600,120571,3194,15
1056,1338501600,121094,415,15
1056,1338501600,220505,846,15
1056,1338501600,243777,971,15
1056,1338501600,253584,176,15
1056,1338501600,253964,72519,15
1056,1338501600,276661,5043,15
1056,1338501600,300567,15915,15
3355,1338501600,72407,1489,93
3355,1338501600,74858,595,93
3355,1338501600,76258,17,93
3355,1338501600,77085,70374,93
3355,1338501600,80329,269,93
3355,1338501600,93475,16745,93
3355,1338501600,97939,17,93
3355,1338501600,100164,5843,93
3355,1338501600,100261,16994,93
3355,1338501600,100283,16745,93
3355,1338501600,102430,1020109,93
3355,1338501600,102663,2656,93
3355,1338501600,104966,1188,93
3355,1338501600,110319,228,93
3355,1338501600,117991,13124,93
3355,1338501600,120575,104,93
3355,1338501600,123815,13025,93
3355,1338501600,124386,152,93
3355,1338501600,211110,5103,93
3355,1338501600,213310,110703,93
3355,1338501600,213700,131935,93
3355,1338501600,216230,5846,93
3355,1338501600,216364,104,93
3355,1338501600,218087,134163,93
3355,1338501600,219589,4523,93
3551,1338501600,1165575,144681,11
3551,1460211861,1227237,1399015,11
3551,1338501600,1580487,150091,11
3551,1462541812,7580593,303718,11
3551,1471178956,9947018,5080,11
3551,1477921922,10099334,647650,11
3551,1460212392,10281514,5080,11
3551,1460886920,10519330,5497121,11
3551,1460211902,11445840,5588274,11
3551,1470648015,12390696,4962,11
3551,1490210009,14720858,1412564,11
562,1338501600,89983,1026,5
562,1338501600,104256,9662,5
562,1338501600,104649,2691,5
562,1338501600,120019,17143,5
562,1489533967,15478674,384236,5
941,1338501600,92301,17149,1
1546,1356085691,6088209,14262,7
1546,1411771655,7132781,320253,7
1546,1406465743,8165334,5080,7
1546,1433243093,9780572,2839351,7
1546,1455275205,10584993,7802924,7
1546,1455275206,11748000,7802924,7
1546,1461225394,12117922,26,7
7977,1338501600,120989,1069,10
7977,1338501600,122038,9083,10
7977,1338501600,220393,1939,10
7977,1338501600,385127,150304,10
7977,1338501600,401340,1182,10
7977,1338501600,455140,289438,10
7977,1338501600,666666,1981,10
7977,1338501600,898472,152798,10
7977,1338501600,930453,5103,10
7977,1338501600,932597,157739,10
4622,1338501600,70966,248,16
4622,1338501600,114247,439,16
4622,1338501600,739505,429675,16
4622,1338501600,943904,439,16
4622,1338501600,1127527,10799782,16
4622,1338501600,1195374,4667,16
4622,1338501600,1494301,372175,16
4622,1339713540,2035241,412,16
4622,1385509775,5913711,218,16
4622,1350427971,5975365,3113091,16
4622,1372890008,6157078,429675,16
4622,1374098900,6380945,4486540,16
4622,1374406423,6694243,4874589,16
4622,1375740090,6801089,5080,16
4622,1384903352,6893935,293585,16
4622,1379716274,6907500,896,16
130,1338501600,287133,96491,1
100,1464802985,7021424,504464,1
246,1377452687,6155548,320253,2
246,1377452829,6733911,401383,2
979,1344545273,49201,58801,72
979,1338501600,53354,2108,72
979,1338501600,53725,2104,72
979,1338501600,71928,3234,72
979,1338501600,72216,1354,72
979,1338501600,97302,4011,72
979,1399449441,109053,72519,72
979,1338501600,227687,69925,72
979,1344545270,276266,58801,72
979,1381409461,277295,7468,72
979,1338501600,283592,4033,72
979,1338501600,284249,3469,72
979,1338501600,292700,157640,72
979,1338501600,293970,197711,72
979,1338501600,300620,15,72
979,1338501600,321092,2055,72
979,1338501600,337451,61515,72
979,1338501600,337736,144225,72
979,1338501600,401010,1478,72
979,1338501600,424888,74289,72
979,1338501600,438306,228,72
979,1389890041,475979,3595,72
979,1338501600,487930,1137,72
979,1338501600,530241,1656,72
979,1338501600,543824,317422,72
1065,1338501600,391118,5080,1
4344,1338501600,102830,63470,1
13304,1461960673,12707904,6815,2
13304,1471876575,12920544,57070,2
1643,1494268697,2725381,2228191,1
362,1422212566,105352,652,35
362,1402407557,105773,652,35
362,1402492426,278093,1806,35
362,1401721549,311536,240330,35
362,1407360577,322013,3576,35
362,1422035910,337993,2833,35
362,1422221410,354495,259767,35
362,1422361433,400004,174504,35
362,1401711125,400683,65263,35
362,1459243702,581217,176614,35
362,1422036273,933199,5080,35
362,1402263586,1333744,1227,35
362,1445379812,1384541,8098,35
362,1402263642,5302151,1530634,35
362,1452383014,6085021,4086197,35
362,1441235598,6156008,1517123,35
362,1402404726,6239237,16817,35
362,1422821348,6303394,343096,35
362,1401702264,6551709,1204125,35
362,1402404531,6868668,4616610,35
362,1402263275,6893935,293585,35
362,1422171105,6900735,6623,35
362,1402481035,7026410,10183,35
362,1402264021,7088828,1448731,35
362,1402404518,7295795,399,35
216,1423832446,69056,13395,53
216,1396571052,113625,73,53
216,1390524732,125812,239,53
216,1405073781,165603,13739,53
216,1345047720,226220,1020109,53
216,1338501600,241151,1117,53
216,1458091285,259691,158885,53
216,1338501600,262387,5025,53
216,1338501600,262417,1047,53
216,1402743798,330885,48,53
216,1388755803,353970,7983,53
216,1488967016,660959,812169,53
216,1338501600,955442,298133,53
216,1338501600,955458,298133,53
216,1488967652,970368,5080,53
216,1350678413,1131452,5554,53
216,1439648108,1173341,1650,53
216,1365238816,1261331,70374,53
216,1341531234,1385631,1327645,53
216,1459171255,1634886,359528,53
216,1366022767,1666314,154334,53
216,1392820934,4924801,1436098,53
216,1402772699,5940177,4016451,53
216,1388932662,5972193,1606315,53
216,1401136997,6415330,1197801,53
3034,1358178898,6181925,10620,1
10763,1338501600,71511,1073,1
663,1468845183,118907,78694,2
663,1468846061,13580265,4103408,2
10203,1338501600,9817,1761,7
10203,1338501600,104247,321,7
10203,1338501600,122669,321,7
10203,1338501600,217242,13543,7
10203,1338501600,247625,321,7
10203,1338501600,259340,321,7
10203,1338501600,300996,612,7
134,1338501600,81953,64683,9
134,1338501600,94043,2230,9
134,1338501600,290465,190919,9
134,1338501600,300422,1935,9
134,1338501600,302677,210729,9
134,1338501600,306218,5080,9
134,1338501600,338939,249238,9
134,1338501600,448525,303931,9
134,1422201866,9464648,69328,9
2912,1380667700,6611294,4791073,1
11063,1338501600,34038,287,6
11063,1338501600,90680,312,6
11063,1338501600,125209,663,6
11063,1338501600,219251,1509,6
11063,1338501600,302888,399,6
11063,1338501600,302914,399,6
3889,1338501600,106303,75798,11
3889,1338501600,216238,11335,11
3889,1338501600,265373,162248,11
3889,1338501600,271889,56202,11
3889,1338501600,284587,385,11
3889,1338501600,285964,1334,11
3889,1338501600,292509,174351,11
3889,1472158071,330849,48,11
3889,1472285719,6755869,169350,11
3889,1445440437,6935876,169350,11
3889,1472285724,8050372,169350,11
2533,1338501600,53711,6404,36
2533,1338501600,71171,1147,36
2533,1338501600,95226,709,36
2533,1338501600,101909,709,36
2533,1338501600,124222,9040,36
2533,1338501600,125736,5846,36
2533,1338501600,211189,3460,36
2533,1338501600,234990,9040,36
2533,1338501600,257366,230,36
2533,1338501600,265934,13360,36
2533,1338501600,284249,3469,36
2533,1338501600,285964,1334,36
2533,1338501600,292509,174351,36
2533,1338501600,339079,92,36
2533,1338501600,352858,85,36
2533,1338501600,354012,10774,36
2533,1338501600,354247,310,36
2533,1338501600,354860,17331,36
2533,1338501600,357404,641,36
2533,1338501600,370891,9222,36
2533,1338501600,382052,88,36
2533,1338501600,384121,1278,36
2533,1338501600,398745,12178,36
2533,1338501600,400754,71576,36
2533,1338501600,423935,1186,36
2533,1338501600,423935,1186,36
1928,1338501600,1520396,1604868,1
537,1493150294,15188215,4101559,1
864,1397895762,87176,12873,80
864,1421946707,100028,468,80
864,1398164004,104232,6603,80
864,1398163773,107231,6603,80
864,1397895647,216679,11907,80
864,1478351400,292509,174351,80
864,1397895763,298585,12873,80
864,1397895143,304296,144227,80
864,1397895688,400629,5080,80
864,1397311144,406705,1557,80
864,1397895710,436341,9183,80
864,1397896091,467339,5080,80
864,1397895579,476320,318673,80
864,1397895645,648617,11907,80
864,1397895729,746059,75798,80
864,1421328121,930454,6802,80
864,1421317934,943903,6802,80
864,1397895687,1332715,5080,80
864,1423354199,2186401,1939461,80
864,1432742023,2308421,637,80
864,1425550778,5744781,5080,80
864,1423067361,5928031,4011021,80
864,1363336209,6030679,198,80
864,1397895695,6047014,5080,80
864,1397895043,6157078,429675,80
893,1338501600,76060,5853,7
893,1338501600,101325,664,7
893,1338501600,118548,5853,7
893,1338501600,231620,5853,7
893,1338501600,289065,5853,7
893,1338501600,299785,27,7
893,1338501600,301775,27,7
5905,1452705451,80366,74,18
5905,1452705438,81356,74,18
5905,1452705215,299507,750,18
5905,1452705222,301738,750,18
5905,1452705245,313700,750,18
5905,1452705379,390240,74,18
5905,1452705418,443632,74,18
5905,1452705231,728083,750,18
5905,1452705458,8968593,74,18
5905,1452705408,9057831,74,18
5905,1452705375,9420724,74,18
5905,1452705037,9755470,5876247,18
5905,1452689853,11061270,4429712,18
5905,1452705516,11107880,74,18
5905,1452705386,11458376,74,18
5905,1452705015,11805542,5876247,18
5905,1452705207,11853398,750,18
5905,1452689995,11853434,390,18
2149,1338501600,53695,6404,7
2149,1338501600,71219,16675,7
2149,1338501600,104621,71709,7
2149,1338501600,104639,1024,7
2149,1338501600,120019,17143,7
2149,1338501600,300513,289584,7
2149,1338501600,301721,9750,7
1335,1338501600,107231,6603,1
4405,1483016808,71652,273,61
4405,1338501600,79746,5964,61
4405,1423641174,86548,182,61
4405,1470479272,106807,85,61
4405,1338501600,109510,4619,61
4405,1350743335,125655,3757,61
4405,1373175105,160283,7058,61
4405,1349017924,227704,1214,61
4405,1404008501,239104,10582,61
4405,1400765384,247266,239,61
4405,1445611384,272016,5080,61
4405,1341827487,276266,58801,61
4405,1357382349,296108,5080,61
4405,1470509325,298695,210019,61
4405,1338501600,299077,1226,61
4405,1470471629,301775,27,61
4405,1421187135,315840,5835,61
4405,1338501600,370222,5080,61
4405,1369891757,383494,281732,61
4405,1359330718,396350,926,61
4405,1359330648,396599,926,61
4405,1358727288,396600,926,61
4405,1359330617,396602,926,61
4405,1359330684,396604,926,61
4405,1359330520,396606,926,61
4126,1457868103,6597898,1336994,4
4126,1457868103,6735325,1336994,4
4126,1457868101,8686257,1336994,4
4126,1457868100,11873968,1336994,4
5049,1387282392,72569,323,6
5049,1387282250,400972,323,6
5049,1387368112,5943607,230,6
5049,1386091823,6774102,292185,6
5049,1380106664,6851659,310260,6
5049,0,6926188,10183,6
9383,1368629273,89040,1520,10
9383,1400882730,105167,636,10
9383,1366203959,299172,15,10
9383,1369880207,299455,1279,10
9383,1370394791,302924,369,10
9383,1365650836,355589,8416,10
9383,1366202182,1602407,2189,10
9383,1366330238,1678780,1699729,10
9383,1366290610,6508803,80423,10
9383,1399780843,6541327,666198,10
3921,1338501600,55,52,167
3921,1338501600,1228,47,167
3921,1338501600,5437,705,167
3921,1338501600,5856,931,167
3921,1338501600,45058,930,167
3921,1338501600,48073,930,167
3921,1338501600,48207,10328,167
3921,1338501600,49285,17150,167
3921,1338501600,54592,64084,167
3921,1338501600,54618,44,167
3921,1338501600,71624,2978,167
3921,1338501600,72046,458,167
3921,1338501600,72273,121,167
3921,1338501600,72746,912,167
3921,1338501600,73123,458,167
3921,1338501600,73462,843,167
3921,1338501600,73832,882,167
3921,1338501600,74338,327,167
3921,1338501600,74823,882,167
3921,1338501600,78576,458,167
3921,1338501600,80216,828,167
3921,1338501600,80260,351,167
3921,1338501600,80314,87,167
3921,1338501600,81769,92,167
3921,1338501600,81817,92,167
6101,1403477931,47035,157,52
6101,1367236327,69103,68455,52
6101,1392489115,87127,168714,52
6101,1366653034,99376,5018064,52
6101,1389569031,122346,6190,52
6101,1389568696,122932,5080,52
6101,1389568510,123077,1622,52
6101,1389569029,225121,6190,52
6101,1389568352,240036,1622,52
6101,1367236541,241151,1117,52
6101,1366653026,242316,1862,52
