user_id,time_add,artist_id,nb_fans,nb_album,total
1764,1324325926,10133,5695333,226,35
1764,1324325926,12984,530107,3,35
1764,1324325926,12986,133028,3,35
1764,1324325925,13011,1304348,24,35
1764,1324325925,16805,849032,8,35
1764,1324325926,17086,46236,13,35
2115,1452958807,27,3468935,29,24
2115,1452958807,68,2273351,72,24
2115,1452958808,483,3619181,47,24
2115,1452958808,542,14157862,84,24
2115,1452958808,917,172842,16,24
2115,1452958807,3864,150273,11,24
2115,1276819200,4571,204740,36,24
2115,1452958807,10226,1917169,23,24
2115,1452958807,12246,5041330,21,24
2115,1452958807,12436,4608776,24,24
2115,1452958807,15617,200537,36,24
2115,1328641126,72503,594408,23,24
2115,1452958807,75491,4602022,73,24
2115,1452958808,144227,5917614,27,24
2115,1452958807,193875,4346350,24,24
2115,1393185251,280627,1509489,21,24
2115,1452958807,293585,5234878,45,24
2115,1452958807,310260,2140227,12,24
2115,1452958807,311820,5164704,24,24
2115,1391451039,341056,4417,5,24
2115,1452958807,407188,1784443,8,24
2115,1452958808,985109,4220857,29,24
2115,1452958808,1020109,4485929,28,24
2115,1452958807,1424821,2731598,30,24
1889,1320084552,1,3377841,33,25
1889,1320084552,3,5558361,91,25
1889,1320084552,7,567188,45,25
1889,1320084551,38,3619353,57,25
1889,1348333315,92,7238514,47,25
1889,1381322796,113,949185,10,25
1889,1320084552,115,4387072,44,25
1889,1320084552,160,7281561,35,25
1889,1320084552,412,5431464,59,25
1889,1456861758,464,972085,0,25
1889,1320084552,542,14157862,84,25
1889,1320084522,656,540480,12,25
1889,1320084552,763,3050361,8,25
1889,1320084552,931,1657341,31,25
1889,1348333315,1222,643534,31,25
1889,1236038400,2468,475562,23,25
1889,1320084552,3925,126074,180,25
1889,1232668800,6426,3765,18,25
1889,1332619945,11963,831108,21,25
1889,1456861758,16998,258862,14,25
1889,1320084552,75491,4602022,73,25
1889,1348333315,83325,518546,6,25
1889,1320084552,144227,5917614,27,25
1889,1320084552,196809,707,4,25
1889,1375811965,4982684,55,2,25
39,1337787699,102,6124130,82,9
39,1380640564,15888,943869,9,9
39,1232582400,17331,52747,13,9
39,1317888446,74309,4106891,90,9
39,1337787699,112173,585,13,9
39,1337787699,144227,5917615,27,9
39,1453393236,173581,316761,30,9
39,1362515425,632926,581795,17,9
39,1379079173,893222,1005524,7,9
4984,1318170772,15,401571,21,39
4984,1318170784,133,761143,52,39
4984,1352544769,160,7281561,35,39
4984,1318170791,163,3732016,50,39
4984,1318170765,196,808678,20,39
4984,1466344899,198,1585695,63,39
4984,1318170793,259,8095558,48,39
4984,1318170792,412,5431464,59,39
4984,1318170792,529,116178,21,39
4984,1327936890,542,14157862,84,39
4984,1318170775,626,46905,20,39
4984,1466344900,719,4983323,55,39
4984,1318170771,895,33068,5,39
4984,1436020453,1120,534744,1,39
4984,1377535187,1495,264474,22,39
4984,1360314928,1782,369069,28,39
4984,1318170769,1823,17478,10,39
4984,1318170782,5196,455606,34,39
4984,1318170787,10133,5695333,226,39
4984,1384875516,11963,831108,21,39
4984,1318170767,13653,216016,27,39
4984,1318170790,14015,114290,13,39
4984,1318170780,15030,202354,30,39
4984,1436020453,17238,25486,152,39
4984,1318170788,68489,4928,5,39
2527,1253577600,6185,16083,17,1
1908,1376984224,38,3619353,57,11
1908,1376984225,145,8151731,65,11
1908,1376984224,160,7281561,35,11
1908,1376984224,189,1090457,40,11
1908,1376984225,564,10602762,95,11
1908,1376984224,1147,4426485,44,11
1908,1376984224,2792,4499306,56,11
1908,1376984224,9052,2479154,15,11
1908,1376984224,9662,740077,37,11
1908,1376984224,144227,5917615,27,11
1908,1376984224,174351,564194,14,11
7280,1405857454,113,949185,10,6
7280,1405857459,663,4856604,33,6
7280,1405857839,17290,26566,12,6
7280,1405857594,83325,518546,6,6
7280,1405857619,372175,175028,16,6
7280,1405857447,1520407,445089,3,6
181,1242777600,1553,3457,9,3
181,1224201600,1558,72052,12,3
181,1208908800,3935,20507,8,3
1893,1208390400,102,6124130,82,4
1893,1208304000,632,379221,21,4
1893,1210636800,4387,18905,32,4
1893,1216339200,17198,245116,25,4
5390,1264118400,1007,366632,326,1
1001,1318018068,266978,19,0,1
3403,1461366648,27,3468935,29,100
3403,1461366648,49,111945,20,100
3403,1329763759,166,1219076,287,100
3403,1329763758,381,1196319,41,100
3403,1329763759,656,540480,12,100
3403,1307782646,671,199424,403,100
3403,1329763759,744,1483037,361,100
3403,1459428171,752,400007,25,100
3403,1336301123,763,3050361,8,100
3403,1348048746,867,230383,22,100
3403,1329763759,978,178429,297,100
3403,1329763759,1036,415948,425,100
3403,1461366648,1182,2450452,26,100
3403,1461366649,1249,413652,12,100
3403,1329763759,1342,1976615,289,100
3403,1329763758,1406,280905,300,100
3403,1329763759,1910,596398,405,100
3403,1461366648,1980,20440,28,100
3403,1461366649,2016,502064,30,100
3403,1329763759,2449,340428,402,100
3403,1329763759,2692,151493,451,100
3403,1329763759,3280,535814,412,100
3403,1329763759,3705,85195,23,100
3403,1461366647,3964,35313,30,100
3403,1329763759,4029,403657,135,100
1415,1455012978,162665,464593,4,7
1415,1477380260,259729,691881,23,7
1415,1477379569,388973,666212,7,7
1415,1477380120,1191615,2763304,90,7
1415,1454529561,1519461,1190000,7,7
1415,1455182828,6197430,2,0,7
1415,1455012440,8691682,5079,1,7
1985,1226275200,14563,47353,3,1
3245,1251158400,454,38655,9,3
3245,1224979200,664,174871,19,3
3245,1254441600,726,273639,9,3
3575,1433498332,7,567188,45,23
3575,1433498331,34,447087,87,23
3575,1433498331,160,7281561,35,23
3575,1433498332,259,8095558,48,23
3575,1433498331,434,2781513,114,23
3575,1433498332,542,14157862,84,23
3575,1433498330,1007,366632,326,23
3575,1433498332,1650,180865,32,23
3575,1433498331,2908,256914,401,23
3575,1433498332,9052,2479155,15,23
3575,1433498331,10133,5695333,226,23
3575,1433498332,14044,245718,6,23
3575,1433498332,74309,4106891,90,23
3575,1433498331,78703,2809,112,23
3575,1435675302,83110,185586,6,23
3575,1433498331,174028,13567,17,23
3575,1433498331,429675,6393084,15,23
3575,1433498331,2592721,797,17,23
3575,1433498331,4034190,106998,2,23
3575,1433498330,4087244,6038,1,23
3575,1433498330,4539853,434087,7,23
3575,1470166443,7572550,275,5,23
3575,1461743537,9769200,13553,0,23
359,1464379033,6117,29904,7,11
359,1317558609,6266,46193,92,11
359,1307011796,16857,1663,17,11
359,1318158902,70934,2250,8,11
359,1307011077,116645,292,108,11
359,1322912348,190645,8681,6,11
359,1359225526,211232,4769,0,11
359,1362231566,364214,1273,5,11
359,1308431182,1006885,259,1,11
359,1340543726,2110751,944,2,11
359,1428099050,4806921,37329,10,11
191,1453763369,464,972085,0,60
191,1453763367,1234,52291,10,60
191,1453763367,2869,4642,4,60
191,1453763369,6058,133954,12,60
191,1453763368,7096,1539,0,60
191,1453763367,16337,32844,10,60
191,1453763365,72660,57744,15,60
191,1453763366,75067,2829,5,60
191,1453763367,86371,191,5,60
191,1453763367,99307,238,5,60
191,1453763368,160734,1549,9,60
191,1453763365,201875,20084,10,60
191,1453763367,252956,2833,7,60
191,1453763367,277616,9651,26,60
191,1453763368,284217,7532,25,60
191,1453763367,357579,1608,3,60
191,1453763365,372098,132,3,60
191,1453763368,393428,20667,15,60
191,1453763367,466684,6869,5,60
191,1453763367,582067,3086,9,60
191,1453763365,606242,329,11,60
191,1453763365,1052606,6399,27,60
191,1453763366,1078279,244,5,60
191,1453763366,1346001,677,5,60
191,1453763368,1406489,2989,0,60
553,1457731503,810,1507447,27,10
553,1451477671,846,156514,18,10
553,1472722716,1935,992364,65,10
553,1473411016,3098,386572,24,10
553,1475834092,4479,462747,46,10
553,1475162718,11980,35898,19,10
553,1455962878,308104,8901,5,10
553,1451381511,1548200,914,4,10
553,1461783759,4023161,810,0,10
553,1470304563,8498566,1024,0,10
3319,1336695763,892,11136489,51,5
3319,1336695763,15617,200537,36,5
3319,1336695763,92883,182446,33,5
3319,1336695763,407188,1784444,8,5
3319,1336695763,490454,173680,55,5
6866,1211414400,1591,6459,9,4
6866,1211414400,1878,454795,21,4
6866,1211414400,2068,3716,7,4
6866,1211414400,7158,2010,15,4
1559,1254873600,15750,12102,3,1
3492,1335856904,13,10733565,34,34
3492,1335856904,249,385765,35,34
3492,1335856904,287,1005149,20,34
3492,1335856904,493,621835,129,34
3492,1462043310,525,509304,16,34
3492,1451917943,719,4983329,55,34
3492,1462043310,846,156514,18,34
3492,1431242358,896,678142,26,34
3492,1335856904,1147,4426487,44,34
3492,1353948831,5629,19892,22,34
3492,1431242358,8348,27410,21,34
3492,1431242358,10133,5695333,226,34
3492,1431242358,10438,55589,16,34
3492,1431242358,12178,8237795,52,34
3492,1335856904,12243,2118474,32,34
3492,1335856904,12247,147860,5,34
3492,1335856904,17026,167215,7,34
3492,1335856904,144227,5917615,27,34
3492,1335856904,144446,1078561,3,34
3492,1462043310,152369,706977,19,34
3492,1353948831,174351,564194,14,34
3492,1335856904,369657,11887,9,34
3492,1335856904,372617,358978,28,34
3492,1462043310,384236,8408703,30,34
3492,1335856904,429675,6393086,15,34
612,1373608334,1,3377842,33,26
612,1373608334,13,10733565,34,26
612,1371227771,27,3468935,29,26
612,1373608334,166,1219076,287,26
612,1373608334,254,941318,6,26
612,1373608334,412,5431468,59,26
612,1373608334,415,6145731,21,26
612,1373608334,564,10602762,95,26
612,1373608334,10133,5695333,226,26
612,1373608334,10226,1917170,23,26
612,1383661727,12168,187448,4,26
612,1373608334,12778,1540507,42,26
612,1373608334,13020,663765,27,26
612,1373608334,57582,30756,49,26
612,1373608334,75001,1914773,14,26
612,1373472598,95527,57733,44,26
612,1373608334,142013,13155,3,26
612,1373608334,169093,13827,45,26
612,1373608334,289270,36695,21,26
612,1373608334,428521,16099,8,26
612,1373608334,431112,14976,37,26
612,1373608334,469572,26750,1,26
612,1373608334,1269627,34926,3,26
612,1373608334,1275568,10021,10,26
612,1373608334,1530634,430512,1,26
393,1455296877,38,3619353,57,21
393,1455296876,160,7281562,35,21
393,1455296876,180,1444992,21,21
393,1455296877,390,2192798,34,21
393,1455296877,542,14157863,84,21
393,1455296876,1147,4426487,44,21
393,1455296876,3098,386573,24,21
393,1455296877,9662,740077,37,21
393,1455296876,16305,9100,6,21
393,1455296877,293585,5234881,45,21
393,1455296876,332913,4139,5,21
393,1455296876,1355779,177,1,21
393,1455296876,1710399,162,0,21
393,1455296876,4316960,118,0,21
393,1455296876,4406345,11573,13,21
393,1455296876,4552034,7815,6,21
393,1455296876,4631262,3250,21,21
393,1455296876,4777395,109191,20,21
393,1455296877,5253713,359,3,21
393,1455296876,5847730,164224,3,21
393,1455296876,9243806,1093,4,21
2745,1335196687,13,10733565,34,6
2745,1335196687,390,2192798,34,6
2745,1335196687,1147,4426487,44,6
2745,1335196687,2623,315047,19,6
2745,1335196687,11088,380547,29,6
2745,1363891157,11947,43836,0,6
8035,1384540577,26,586770,14,1
2262,1319042030,1,3377842,33,471
2262,1214524800,6,1032646,6,471
2262,1220313600,8,673415,28,471
2262,1319042031,11,3955961,88,471
2262,1476083607,13,10733566,34,471
2262,1363804745,14,1253795,35,471
2262,1319042029,17,5308939,52,471
2262,1319042031,21,685285,48,471
2262,1319042031,27,3468935,29,471
2262,1319042029,47,241034,58,471
2262,1215129600,48,345261,45,471
2262,1221177600,56,3102,0,471
2262,1363804733,63,70339,21,471
2262,1319042031,81,1121668,52,471
2262,1319042029,85,1301956,47,471
2262,1459454194,111,733318,10,471
2262,1374297887,113,949185,10,471
2262,1319042028,115,4387075,44,471
2262,1319042031,117,2114507,13,471
2262,1374297888,118,28935,12,471
2262,1214438400,119,3479546,21,471
2262,1374297888,121,171760,34,471
2262,1331259133,123,106663,21,471
2262,1319042031,129,1558015,65,471
2262,1329229854,143,302111,27,471
6580,1298834065,26,586770,14,48
6580,1304178219,76,1022288,69,48
6580,1300219938,92,7238524,47,48
6580,1292025600,114,57230,41,48
6580,1299936439,175,373854,28,48
6580,1295622189,180,1444992,21,48
6580,1304013055,220,83957,36,48
6580,1304013088,290,3231969,81,48
6580,1329424186,357,64102,24,48
6580,1298060141,407,272759,27,48
6580,1288483200,464,972085,0,48
6580,1285545600,487,213834,21,48
6580,1329329842,542,14157863,84,48
6580,1285286400,612,778467,28,48
6580,1298860956,860,3473319,43,48
6580,1289001600,887,212984,35,48
6580,1297522624,892,11136493,51,48
6580,1285372800,901,237956,46,48
6580,1285372800,986,462024,71,48
6580,1293753600,990,56100,46,48
6580,1285372800,997,902694,111,48
6580,1285977600,1069,295044,7,48
6580,1289347200,1334,126374,28,48
6580,1304034169,1454,553796,178,48
6580,1298840394,1821,6071,31,48
7403,1344452716,169,672723,67,22
7403,1344452716,189,1090458,40,22
7403,1344452716,531,321650,16,22
7403,1344452716,847,2086523,37,22
7403,1344452715,851,3567,0,22
7403,1344452715,939,151580,9,22
7403,1344452716,973,61913,17,22
7403,1344452716,1222,643534,31,22
7403,1344452716,1247,592818,39,22
7403,1344452716,1342,1976615,289,22
7403,1344452715,1658,1059726,30,22
7403,1344452716,5338,3009,21,22
7403,1344452716,7965,2685,23,22
7403,1344452715,10339,2589,0,22
7403,1344452716,15550,26806,3,22
7403,1344452716,76336,463642,30,22
7403,1344452716,94007,2901,6,22
7403,1344452716,170672,248545,11,22
7403,1344452715,209619,6269,3,22
7403,1344452715,246423,94598,4,22
7403,1344452716,471493,1213,14,22
7403,1344452715,874750,10984,2,22
383,1333883428,277062,2434,3,2
383,1424088015,6757371,5,1,2
149,1295459572,1068,130507,22,1
2515,1384470296,671,199424,403,14
2515,1384470296,1000,34920,444,14
2515,1361269928,1033,158490,32,14
2515,1384470296,1342,1976615,289,14
2515,1384470296,1831,61381,464,14
2515,1361269928,2902,22599,435,14
2515,1384470296,2908,256914,401,14
2515,1384470296,3280,535814,412,14
2515,1384470296,3281,487380,24,14
2515,1361269928,3925,126074,180,14
2515,1384470296,4594,125600,14,14
2515,1384470296,55538,18990,385,14
2515,1384470296,55667,70499,443,14
2515,1361269928,202522,80925,6,14
8608,1331943597,13,10733567,34,12
8608,1331943474,145,8151732,65,12
8608,1331943553,166,1219076,287,12
8608,1331943472,564,10602762,95,12
8608,1331943503,705,3617019,47,12
8608,1331943496,892,11136493,51,12
8608,1331943600,1309,2601279,34,12
8608,1331943826,2519,943552,16,12
8608,1331943577,5271,61620,20,12
8608,1331943543,166749,2588,0,12
8608,1331943604,167095,2099641,45,12
8608,1331943584,211392,58847,33,12
457,1206403200,52,3220327,43,1
2354,1377388276,48,345261,45,5
2354,1377388276,310268,74815,8,5
2354,1377388276,796051,118505,28,5
2354,1377388276,3972541,49264,14,5
2354,1377388276,4332416,6507,5,5
429,1328819013,27,3468935,29,33
429,1451083266,281,271965,21,33
429,1328819013,860,3473320,43,33
429,1451083266,939,151580,9,33
429,1328819013,1215,228724,17,33
429,1306586697,1689,15248,11,33
429,1339879897,1772,8375,0,33
429,1306586374,2327,285540,60,33
429,1451083267,3221,37276,21,33
429,1451083266,5928,22261,23,33
429,1451083266,12168,187448,4,33
429,1451083266,13496,11179,0,33
429,1306586010,54619,119078,48,33
429,1451083266,68580,27734,9,33
429,1306587196,69925,2485929,36,33
429,1328819013,160677,14790,3,33
429,1328819013,194608,1833,7,33
429,1451083266,259767,161507,4,33
429,1451083267,309916,11557,30,33
429,1451083267,314074,18689,4,33
429,1451083267,398771,39551,12,33
429,1451083266,398772,21557,15,33
429,1306586462,401023,10922,15,33
429,1451083267,493435,325313,16,33
429,1455918449,1017079,8657,4,33
4637,1353840644,2,914439,12,14
4637,1353840644,443,62295,18,14
4637,1353840644,1128,314156,61,14
4637,1353840644,1227,232057,6,14
4637,1353840644,1375,77522,11,14
4637,1353840644,1379,267860,82,14
4637,1353840644,1544,192064,25,14
4637,1353840644,1558,72052,12,14
4637,1237161600,8767,1380,8,14
4637,1353840644,9525,7375,11,14
4637,1353840644,56094,2554,4,14
4637,1363770814,75642,46597,34,14
4637,1353840644,297371,3760,17,14
4637,1331810264,386407,427,7,14
10546,1333041944,106,1550388,47,54
10546,1333041944,163,3732018,50,54
10546,1377678857,172,59222,24,54
10546,1333041944,213,8497,24,54
10546,1333041943,383,126721,27,54
10546,1333041944,445,319810,8,54
10546,1376751588,564,10602762,95,54
10546,1333041943,617,1325115,395,54
10546,1333041944,622,54553,11,54
10546,1333041943,642,111710,23,54
10546,1333041944,927,3003104,23,54
10546,1377678855,1134,188540,435,54
10546,1376751398,1147,4426487,44,54
10546,1333041943,1201,432825,10,54
10546,1333041944,1297,711992,12,54
10546,1333041943,1381,6113,20,54
10546,1340632523,1544,192064,25,54
10546,1377678855,1568,149652,32,54
10546,1333041943,1578,136236,20,54
10546,1333041944,1642,872969,36,54
10546,1340632523,1647,936,1,54
10546,1333041943,2003,78469,33,54
10546,1340632523,3338,11417,28,54
10546,1333041944,4032,104568,42,54
10546,1333041944,4088,244986,321,54
5789,1463334860,163,3732019,50,15
5789,1437217975,1168,817044,28,15
5789,1319561212,1282,14601,17,15
5789,1319561212,17026,167215,7,15
5789,1463334860,56895,301193,16,15
5789,1437217975,63906,2129,4,15
5789,1372163185,159260,18889,74,15
5789,1319561212,393339,895,3,15
5789,1463334860,397459,16637,4,15
5789,1463334860,406186,23501,10,15
5789,1463334860,996514,6076,20,15
5789,1463334860,1234785,100443,20,15
5789,1437217975,1274059,36864,0,15
5789,1463334860,1358094,12,2,15
5789,1437217975,1424821,2731598,30,15
7160,1206921600,5849,1653,0,1
1373,1351421469,1,3377842,33,322
1373,1351421469,7,567188,45,322
1373,1351421469,11,3955961,88,322
1373,1351421469,21,685285,48,322
1373,1351421469,52,3220327,43,322
1373,1351421468,67,1333672,61,322
1373,1351421467,85,1301956,47,322
1373,1351421469,99,140158,40,322
1373,1351421468,115,4387077,44,322
1373,1351421468,119,3479547,21,322
1373,1351421467,129,1558015,65,322
1373,1351421470,163,3732019,50,322
1373,1351421466,238,184469,25,322
1373,1351421467,239,122925,24,322
1373,1470508963,243,183831,18,322
1373,1351421468,249,385765,35,322
1373,1481559327,292,200528,26,322
1373,1351421467,406,939248,23,322
1373,1351421469,415,6145734,21,322
1373,1460537416,463,279388,14,322
1373,1351421467,566,2661985,20,322
1373,1351421468,569,814987,20,322
1373,1470508965,583,137038,22,322
1373,1351421468,642,111710,23,322
1373,1351421466,647,1386833,35,322
2634,1205884800,14537,1428,5,1
1774,1328957755,1026,558731,41,6
1774,1264291200,1343,265420,22,6
1774,1328957755,12022,101965,20,6
1774,1328957754,205191,2885,0,6
1774,1473156753,352176,118548,36,6
1774,1328957755,820232,150,2,6
1056,1217548800,47,241034,58,13
1056,1217548800,119,3479547,21,13
1056,1216944000,176,565652,17,13
1056,1217548800,415,6145734,21,13
1056,1217548800,656,540481,12,13
1056,1217548800,846,156514,18,13
1056,1217548800,1127,198820,28,13
1056,1217980800,3037,322769,39,13
1056,1218585600,3198,74022,100,13
1056,1216944000,5043,15063,5,13
1056,1216944000,6207,39877,22,13
1056,1217721600,14015,114290,13,13
1056,1217548800,15915,3180,11,13
3355,1209427200,65,1904301,80,12
3355,1491152907,133,761143,52,12
3355,1209427200,152,905121,39,12
3355,1209427200,228,4153997,38,12
3355,1363529907,11972,164519,20,12
3355,1383482529,107666,942254,29,12
3355,1240099200,131935,95690,16,12
3355,1224374400,134123,83512,11,12
3355,1224374400,134163,327931,24,12
3355,1383482673,985109,4220856,29,12
3355,1350830120,1154879,48764,18,12
3355,1410095449,5425093,201377,4,12
4645,1200009600,1,3377842,33,2
4645,1200009600,129,1558015,65,2
4564,1370520545,3,5558362,91,117
4564,1370520545,27,3468935,29,117
4564,1370520545,48,345261,45,117
4564,1370520545,259,8095559,48,117
4564,1455647173,390,2192798,34,117
4564,1455647173,612,778467,28,117
4564,1370520545,630,566905,66,117
4564,1459428171,752,400007,25,117
4564,1455647171,795,65031,69,117
4564,1370520545,1423,57832,94,117
4564,1370520545,1575,15668,20,117
4564,1455647173,2582,190722,36,117
4564,1455647173,3776,19889,25,117
4564,1455647172,3951,140005,22,117
4564,1370520545,4208,56317,57,117
4564,1370520545,4485,51643,21,117
4564,1455647173,5469,47558,27,117
4564,1455647171,5642,6792,47,117
4564,1455647172,5962,10236,101,117
4564,1370520545,5991,4993,29,117
4564,1370520545,6377,427214,37,117
4564,1378913160,6404,542380,18,117
4564,1370520545,6428,49573,30,117
4564,1455647173,6567,54084,19,117
4564,1455647173,7397,14531,17,117
562,1369468149,504456,1753,3,8
562,1449553301,1207247,86544,10,8
562,1449553301,1695425,71881,3,8
562,1369468149,2234821,588,7,8
562,1449553301,3779331,339837,12,8
562,1369468149,4678655,20057,0,8
562,1449553301,5660458,282,0,8
562,1449553301,9212288,16051,1,8
3050,1474621100,1,3377842,33,77
3050,1474621101,11,3955961,88,77
3050,1474621101,35,4064629,51,77
3050,1474621101,52,3220327,43,77
3050,1474621102,92,7238526,47,77
3050,1474621101,98,2207907,7,77
3050,1474621101,115,4387078,44,77
3050,1474621102,117,2114507,13,77
3050,1474621101,120,112932,21,77
3050,1474621100,121,171760,34,77
3050,1474621100,123,106663,21,77
3050,1474621101,163,3732019,50,77
3050,1474621099,176,565652,17,77
3050,1474621101,182,4538672,41,77
3050,1474621100,327,829603,21,77
3050,1474621102,338,1908285,20,77
3050,1474621100,385,1624048,33,77
3050,1474621100,404,1608512,30,77
3050,1474621100,406,939248,23,77
3050,1474621102,412,5431476,59,77
3050,1474621101,415,6145734,21,77
3050,1474621100,458,3184667,8,77
3050,1474621099,464,972085,0,77
3050,1474621101,530,234827,24,77
3050,1474621101,533,624626,36,77
941,1369066937,430,308467,13,23
941,1369066936,457,618344,13,23
941,1369066936,1227,232057,6,23
941,1329120767,1375,77522,11,23
941,1214179200,1877,64949,11,23
